age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,5,0,2,0,0,1,0,6,0,460,3,999,0,0,10,18,20,305,11,no
37,5,0,3,0,0,1,0,2,0,108,4,999,0,0,10,14,9,308,11,no
39,7,1,2,0,1,0,1,0,2,52,2,999,0,0,9,19,10,286,9,no
45,2,0,0,0,0,1,1,0,3,254,1,999,0,0,9,19,10,289,9,no
27,10,2,1,0,0,0,0,3,3,35,1,999,0,0,5,11,23,215,7,no
31,3,0,1,0,0,0,0,2,3,63,1,999,0,0,10,14,9,311,11,no
36,5,2,3,0,0,0,0,1,0,287,1,999,0,0,6,10,17,203,6,yes
32,5,0,5,0,1,0,1,0,2,489,2,999,0,0,9,19,10,287,9,no
36,2,2,2,0,0,0,0,0,1,479,1,999,0,0,5,9,22,213,7,no
43,0,0,1,0,0,0,1,0,2,396,2,999,0,0,9,19,10,285,9,no
59,7,1,2,0,1,0,1,0,4,143,1,999,0,0,9,19,10,290,9,no
27,5,2,5,0,1,0,0,0,3,311,1,999,0,0,5,9,22,203,7,no
43,0,0,1,0,1,0,0,0,0,715,6,999,0,0,5,9,22,196,7,no
29,3,0,5,0,0,1,0,6,2,683,2,999,0,0,10,18,20,306,11,yes
38,0,0,0,0,1,0,0,3,4,9,1,999,0,0,5,11,23,220,7,no
33,7,2,5,0,0,0,0,4,4,373,1,999,0,0,5,13,8,17,3,yes
45,9,0,5,0,0,0,1,0,1,1597,2,999,0,0,9,19,10,286,9,yes
33,1,0,3,0,1,1,1,0,3,206,1,999,0,0,9,19,10,284,9,no
49,2,1,3,0,0,0,0,3,3,347,3,999,0,0,5,11,23,215,7,no
38,0,0,2,0,0,0,0,0,0,306,1,999,0,0,5,9,22,209,7,no
35,1,0,3,0,0,0,0,2,4,93,4,999,0,0,10,14,9,306,11,no
41,7,0,3,0,0,0,1,1,4,23,1,999,0,0,4,21,13,63,2,no
52,1,0,5,0,1,0,1,0,4,135,2,999,0,0,9,19,10,284,9,no
47,0,0,4,0,0,0,1,0,4,604,2,999,0,0,9,19,10,290,9,yes
56,1,0,3,0,1,0,0,5,2,266,2,999,0,0,1,12,19,268,10,no
38,0,0,1,0,1,0,0,3,1,239,1,999,0,0,5,11,23,227,7,no
33,4,1,2,0,1,1,0,6,3,51,7,999,0,0,10,18,20,311,11,no
29,2,0,2,0,1,0,0,0,1,315,2,999,1,1,5,9,22,208,7,no
28,0,0,0,0,1,0,1,0,1,237,1,999,0,0,9,19,10,285,9,no
36,0,0,4,0,1,0,1,0,4,203,5,999,0,0,9,19,10,286,9,no
49,2,1,2,0,0,0,1,1,4,115,20,999,0,0,10,24,18,302,11,no
45,4,0,2,0,1,0,1,1,3,379,1,999,0,0,10,24,18,292,11,no
37,4,0,2,0,1,1,0,6,0,264,5,999,0,0,10,18,20,305,11,no
34,2,2,3,0,0,1,0,4,1,301,1,3,2,2,5,13,8,16,3,yes
55,8,0,3,0,0,0,1,1,3,1012,1,999,0,0,10,24,18,304,11,yes
55,9,2,3,0,0,0,1,2,1,11,1,999,0,0,4,20,12,143,2,no
34,2,0,3,0,0,0,0,0,3,141,1,999,0,0,5,9,22,211,7,no
50,0,0,1,0,0,0,0,6,3,80,2,999,0,0,10,18,20,301,11,no
34,4,0,2,0,1,0,0,0,1,542,4,999,1,1,5,9,22,213,7,no
52,1,0,1,0,1,0,1,0,0,88,35,999,0,0,9,19,10,287,9,no
27,2,2,3,0,0,0,0,6,3,170,4,999,0,0,10,18,20,301,11,no
41,0,0,5,0,1,0,1,0,3,53,3,999,0,0,9,19,10,289,9,no
36,2,2,3,0,0,0,0,5,3,120,1,999,0,0,1,12,19,267,10,no
23,10,2,3,0,0,0,0,9,4,349,2,999,4,1,3,22,11,123,1,no
47,0,0,1,0,1,0,1,1,2,624,2,999,0,0,10,24,18,290,11,no
53,0,0,0,0,1,0,1,6,3,183,2,999,0,0,10,18,20,309,11,no
53,2,0,3,0,0,1,0,6,0,124,2,999,0,0,10,18,20,305,11,no
44,5,1,5,0,1,1,1,1,1,50,2,999,0,0,10,24,18,304,11,no
24,2,2,2,0,0,0,1,6,0,722,3,999,0,0,10,18,20,303,11,no
36,2,2,3,0,0,0,0,5,2,565,1,999,1,1,1,12,19,268,10,no
33,4,1,2,0,1,1,0,5,3,98,1,999,0,0,1,12,19,267,10,no
34,2,2,3,0,0,0,0,3,1,145,1,999,0,0,5,11,23,224,7,no
44,0,0,1,0,1,0,0,6,0,358,6,999,0,0,10,18,20,305,11,no
28,4,0,2,0,1,0,0,6,3,462,1,999,0,0,10,18,20,311,11,no
30,5,0,2,0,0,0,0,2,3,81,5,999,0,0,10,14,9,305,11,no
49,0,0,3,0,1,0,0,5,4,170,2,999,0,0,1,12,19,266,10,no
27,0,0,0,0,1,0,0,0,3,283,1,999,0,0,5,9,22,203,7,no
23,0,2,1,0,1,0,0,0,4,68,2,999,1,1,5,9,22,197,7,no
36,0,0,0,0,1,0,1,0,2,66,3,999,0,0,9,19,10,285,9,no
28,6,0,5,0,1,0,0,2,4,276,2,999,0,0,6,1,4,117,6,yes
26,4,0,0,0,1,1,0,0,1,560,1,999,0,0,5,9,22,208,7,yes
39,4,1,0,0,0,0,1,1,4,524,4,999,0,0,10,24,18,302,11,no
46,1,0,4,0,0,0,0,5,3,1503,2,999,0,0,1,12,19,267,10,yes
56,0,0,1,0,1,0,1,0,1,214,2,999,0,0,9,19,10,286,9,no
53,2,2,4,0,0,1,1,0,0,148,2,999,0,0,9,19,10,286,9,no
41,0,0,0,0,1,0,1,0,1,216,1,999,0,0,9,19,10,285,9,no
35,2,0,2,0,0,0,0,5,3,125,2,999,0,0,1,12,19,267,10,no
45,0,0,1,0,0,0,1,0,3,276,3,999,0,0,9,19,10,289,9,no
52,5,2,5,0,0,0,0,2,3,365,5,999,0,0,10,14,9,311,11,no
71,8,2,3,0,1,0,1,7,1,120,1,999,0,0,8,3,1,70,4,no
30,0,0,4,0,1,0,1,1,1,131,1,999,0,0,10,24,18,290,11,no
57,5,0,5,0,0,0,1,1,1,194,2,999,0,0,10,24,18,290,11,no
27,2,0,3,0,0,0,0,6,4,226,1,999,0,0,10,18,20,305,11,no
32,0,2,2,0,1,0,1,6,1,480,8,999,0,0,10,18,20,304,11,no
34,5,0,3,0,1,0,1,0,1,200,1,999,0,0,9,19,10,285,9,no
47,2,0,0,0,0,0,0,3,4,196,1,999,0,0,5,11,23,220,7,no
39,4,0,0,0,1,0,1,1,4,97,2,999,0,0,10,24,18,297,11,no
30,5,2,3,0,0,0,0,2,3,31,17,999,0,0,10,14,9,305,11,no
59,5,0,3,0,0,0,0,7,0,511,3,999,1,1,8,3,1,71,4,yes
41,0,0,1,0,0,0,1,0,2,188,2,999,0,0,9,19,10,285,9,no
26,10,2,0,0,0,1,1,0,4,164,1,999,0,0,9,19,10,286,9,no
30,4,2,2,0,0,1,0,0,0,95,2,999,1,1,5,9,22,214,7,no
29,2,2,3,0,1,0,0,1,2,174,1,999,0,0,6,10,17,200,6,yes
56,7,0,3,0,1,1,0,3,3,488,1,999,0,0,5,11,23,215,7,no
33,2,0,2,0,0,0,0,9,1,212,1,999,0,0,8,2,2,100,4,yes
46,5,1,5,0,1,0,0,2,3,93,15,999,0,0,10,14,9,305,11,no
43,5,0,5,0,0,0,0,2,0,145,2,999,0,0,10,14,9,308,11,no
27,4,2,3,0,0,0,0,4,4,229,3,999,1,1,5,13,8,13,3,yes
51,5,0,4,0,1,0,0,5,1,144,1,999,0,0,1,12,19,269,10,no
39,0,0,0,0,1,1,1,0,4,67,3,999,0,0,9,19,10,290,9,no
55,0,0,0,0,1,0,0,0,1,183,5,999,0,0,5,9,22,208,7,no
43,5,0,0,0,0,0,1,1,3,487,1,999,0,0,10,24,18,304,11,no
35,5,0,3,0,0,1,0,5,2,184,2,999,0,0,1,12,19,268,10,no
38,5,0,3,0,1,0,0,4,1,59,1,999,0,0,5,8,25,247,7,no
48,0,0,4,0,0,0,0,0,2,334,2,999,1,1,5,9,22,212,7,no
31,2,2,3,0,1,0,1,2,3,146,10,999,0,0,10,14,9,305,11,no
56,7,0,1,0,0,1,0,6,3,14,20,999,0,0,10,18,20,311,11,no
29,0,0,0,0,1,0,0,5,2,85,2,999,0,0,1,12,19,268,10,no
50,2,0,4,0,1,0,1,0,0,61,1,999,0,0,9,19,10,286,9,no
48,4,0,2,0,0,0,1,1,4,329,1,999,0,0,10,24,18,310,11,no
45,2,0,2,0,1,0,0,2,3,52,5,999,0,0,10,14,9,305,11,no
35,0,0,0,0,0,0,0,5,1,231,2,999,0,0,1,12,19,269,10,no
41,0,0,0,0,0,0,0,0,2,233,2,999,0,0,5,9,22,212,7,no
29,0,0,0,0,0,1,0,0,3,419,1,999,1,1,5,9,22,203,7,no
42,5,1,5,0,1,1,1,0,4,286,3,999,0,0,9,19,10,288,9,no
26,10,2,2,0,0,0,0,2,2,233,1,14,1,2,4,20,12,142,2,yes
29,5,2,5,0,1,0,0,2,2,185,4,999,0,0,10,14,9,307,11,no
46,4,1,2,0,1,0,1,0,4,56,3,999,0,0,9,19,10,288,9,no
80,8,1,1,0,1,1,0,6,3,169,2,6,2,2,4,23,15,140,2,yes
30,2,2,3,0,1,0,0,6,3,36,2,999,0,0,10,18,20,301,11,no
42,5,2,2,0,1,0,1,0,0,224,1,999,0,0,9,19,10,286,9,no
59,5,0,0,0,1,0,1,0,4,135,9,999,0,0,9,19,10,290,9,no
50,0,0,1,0,1,0,1,1,2,99,2,999,0,0,10,24,18,290,11,no
38,5,0,5,0,1,0,0,4,3,84,1,999,0,0,5,8,25,250,7,no
33,2,2,3,0,0,0,1,3,2,220,1,999,0,0,5,11,23,220,7,no
50,7,0,1,0,0,0,0,5,3,217,1,999,0,0,1,12,19,267,10,no
32,4,0,2,0,0,0,0,0,0,536,2,999,0,0,5,9,22,196,7,yes
39,2,0,2,0,1,0,0,5,0,148,1,999,1,1,3,26,26,187,1,no
48,3,0,0,0,0,0,1,0,1,318,2,999,0,0,9,19,10,285,9,no
25,2,2,2,0,1,0,1,0,4,128,8,999,0,0,5,9,22,210,7,no
38,2,1,2,0,0,0,0,1,1,116,1,999,0,0,6,10,17,201,6,no
54,5,0,5,0,0,1,1,1,1,76,4,999,0,0,10,24,18,304,11,no
56,2,0,2,0,0,0,0,5,1,105,1,999,0,0,1,12,19,269,10,no
35,4,0,5,0,0,1,1,0,0,361,2,999,0,0,9,19,10,287,9,no
32,1,0,3,0,0,0,1,0,3,619,1,999,0,0,9,19,10,289,9,no
24,4,2,2,0,0,0,0,3,1,114,1,999,0,0,5,11,23,224,7,no
24,0,2,0,0,0,1,0,0,3,17,7,999,0,0,5,9,22,203,7,no
47,4,0,2,0,0,0,0,0,1,377,1,999,1,1,5,9,22,213,7,no
51,6,0,1,0,0,0,1,0,3,249,2,999,0,0,9,19,10,289,9,no
40,0,0,0,0,0,0,0,6,0,504,4,999,0,0,10,18,20,305,11,no
44,5,0,5,0,0,0,0,3,2,56,1,999,1,1,5,11,23,223,7,no
30,10,2,1,0,0,0,1,0,0,114,2,999,0,0,9,19,10,286,9,no
32,2,0,3,0,1,0,1,0,2,361,2,999,0,0,9,19,10,285,9,no
31,0,2,0,0,1,0,0,0,2,459,4,999,0,0,5,9,22,212,7,no
27,2,2,3,0,0,0,0,0,0,471,2,999,1,1,5,9,22,209,7,no
63,8,0,4,0,0,0,0,7,4,91,2,999,0,0,8,3,1,76,4,no
34,6,0,4,0,1,1,1,1,4,152,1,999,0,0,10,24,18,310,11,no
32,5,2,5,0,1,0,1,6,4,566,3,999,0,0,10,18,20,302,11,no
38,0,0,1,0,0,0,1,1,2,25,41,999,0,0,10,24,18,305,11,no
25,2,2,1,0,1,0,1,0,4,60,1,999,0,0,9,19,10,290,9,no
28,10,2,3,0,1,1,0,0,4,1027,2,999,0,0,5,17,14,32,3,yes
34,2,0,5,0,0,1,0,0,0,326,1,999,0,0,5,9,22,196,7,no
32,0,0,0,0,1,0,0,6,3,240,1,999,0,0,10,18,20,306,11,no
33,2,0,3,0,1,0,0,2,4,127,5,999,0,0,10,14,9,306,11,no
33,1,2,3,0,1,0,1,0,4,261,1,999,0,0,9,19,10,284,9,no
34,0,2,0,0,0,0,0,6,3,562,1,999,0,0,10,18,20,306,11,no
42,5,1,3,0,0,0,0,2,0,57,2,999,0,0,10,14,9,308,11,no
47,5,0,5,0,0,0,1,1,1,59,6,999,0,0,10,24,18,304,11,no
45,2,0,1,0,0,0,0,6,3,651,1,999,0,0,10,18,20,305,11,yes
42,3,0,5,0,1,0,0,0,4,160,1,999,1,1,5,9,22,197,7,no
24,4,2,2,0,0,0,1,1,0,468,8,999,0,0,10,24,18,291,11,no
48,0,0,0,0,0,1,0,0,2,189,2,999,0,0,5,9,22,212,7,no
45,2,0,3,0,0,0,0,9,4,64,1,999,2,1,8,2,2,69,4,no
32,5,2,3,0,0,0,0,2,1,125,10,999,0,0,10,14,9,306,11,no
41,4,0,2,0,0,0,0,3,3,60,2,999,0,0,5,11,23,222,7,no
37,2,2,3,0,1,0,0,6,1,150,5,999,0,0,10,18,20,304,11,no
46,0,0,4,0,1,0,0,5,3,123,3,999,0,0,1,12,19,267,10,no
28,2,2,2,0,1,1,0,4,4,77,2,999,0,0,5,8,25,234,7,no
38,2,0,3,0,1,0,1,5,3,71,1,13,1,2,8,5,3,47,4,yes
32,2,2,3,0,1,0,0,6,0,209,2,999,0,0,10,18,20,305,11,no
45,4,2,2,0,1,0,1,1,1,443,1,999,0,0,10,24,18,290,11,no
27,4,2,2,0,1,0,1,0,4,86,4,999,0,0,9,19,10,284,9,no
51,6,0,5,0,1,0,1,0,1,76,1,999,0,0,9,19,10,285,9,no
59,9,0,1,0,0,0,1,0,2,181,1,999,0,0,9,19,10,286,9,no
46,0,0,0,0,1,0,1,1,1,222,1,999,0,0,10,24,18,290,11,no
32,5,0,5,0,1,0,0,2,0,239,3,999,0,0,10,14,9,308,11,no
49,5,0,3,0,1,0,0,0,3,188,1,999,1,1,5,17,14,34,3,no
57,3,0,5,0,0,0,0,6,1,1056,2,999,0,0,10,18,20,304,11,yes
37,2,1,3,0,0,0,0,0,2,259,1,999,1,1,5,9,22,206,7,no
41,6,0,0,0,1,1,0,3,0,322,1,9,1,2,5,11,23,228,7,no
45,6,0,0,0,0,0,0,5,0,75,1,999,0,0,1,12,19,270,10,no
30,0,2,0,0,1,0,0,0,0,74,1,999,0,0,5,9,22,196,7,no
25,0,2,0,0,1,0,0,6,3,506,3,999,0,0,10,18,20,306,11,no
32,4,2,3,0,1,1,0,0,4,473,3,999,0,0,5,17,14,34,3,yes
38,2,0,3,0,1,0,1,1,4,52,13,999,0,0,10,24,18,310,11,no
36,5,0,5,0,0,0,0,3,4,1095,1,999,1,1,5,11,23,220,7,yes
44,0,0,4,0,1,0,0,3,0,428,1,999,0,0,5,11,23,220,7,no
43,6,0,0,0,0,0,1,1,1,200,4,999,0,0,10,24,18,304,11,no
41,2,2,2,0,1,1,1,0,0,36,6,999,0,0,5,9,22,196,7,no
25,2,2,3,0,1,0,1,1,2,2203,2,999,0,0,10,24,18,290,11,yes
51,7,1,3,0,1,1,1,0,0,112,2,999,0,0,9,19,10,286,9,no
36,2,0,3,0,0,0,0,2,1,361,4,999,0,0,10,14,9,306,11,no
35,2,2,3,0,0,0,0,0,0,8,5,999,0,0,5,9,22,209,7,no
37,5,0,5,0,0,1,0,6,1,144,1,999,0,0,10,18,20,304,11,no
37,0,0,1,0,1,0,0,0,3,345,1,999,0,0,5,9,22,203,7,yes
60,2,0,2,0,1,1,1,0,0,87,2,999,0,0,5,9,22,202,7,no
43,4,0,1,0,1,0,0,5,0,75,1,999,1,1,1,12,19,270,10,no
57,8,0,2,0,0,0,0,3,3,407,2,999,0,0,5,15,7,10,3,yes
52,5,0,5,0,0,0,0,5,4,64,1,999,1,1,1,12,19,266,10,no
38,2,1,5,0,1,0,0,2,3,201,2,999,0,0,6,1,4,113,6,no
40,0,2,0,0,0,1,1,0,2,325,4,999,0,0,5,9,22,206,7,no
31,2,2,0,0,1,0,0,0,4,406,4,999,0,0,5,9,22,197,7,yes
46,4,0,4,0,0,0,0,2,3,160,3,999,0,0,10,14,9,311,11,no
28,2,2,3,0,1,0,0,2,2,332,1,999,0,0,6,1,4,123,6,yes
50,9,0,1,0,0,0,1,1,3,167,2,999,0,0,10,24,18,304,11,no
41,9,1,3,0,1,0,0,5,2,105,2,999,1,1,1,12,19,268,10,no
34,4,0,0,0,0,1,1,0,2,369,2,999,0,0,9,19,10,287,9,no
45,2,0,3,0,1,0,0,2,1,239,1,999,0,0,10,14,9,311,11,no
45,7,0,4,0,1,0,1,1,2,46,16,999,0,0,10,24,18,290,11,no
38,5,0,3,0,0,0,1,0,4,1023,4,999,0,0,9,19,10,288,9,no
29,5,2,3,0,0,0,1,0,4,256,1,999,0,0,9,19,10,286,9,no
32,2,2,3,0,0,1,1,1,2,87,1,999,0,0,10,24,18,290,11,no
31,5,0,5,0,0,0,0,0,1,80,1,999,1,1,5,9,22,208,7,no
46,2,1,3,0,1,0,1,5,4,11,7,999,0,0,1,12,19,266,10,no
51,8,0,1,0,1,0,0,6,2,1057,1,13,1,2,6,4,6,190,6,no
35,5,2,3,0,0,0,1,0,3,44,15,999,0,0,9,19,10,289,9,no
46,2,2,2,0,1,0,0,6,3,37,3,999,0,0,10,18,20,311,11,no
44,6,0,2,0,0,0,0,2,2,209,1,999,0,0,10,14,9,310,11,no
35,2,1,3,0,0,0,0,5,4,28,3,999,1,1,1,12,19,266,10,no
35,4,2,2,0,1,0,0,6,1,65,1,999,0,0,10,18,20,304,11,no
33,5,2,2,0,0,0,0,5,4,41,2,999,1,1,1,12,19,266,10,no
38,4,0,2,0,1,1,1,0,4,268,1,999,0,0,9,19,10,286,9,no
39,6,0,0,0,0,0,0,5,1,467,1,999,0,0,1,12,19,269,10,no
34,0,0,1,0,1,1,0,0,3,346,1,999,0,0,5,9,22,211,7,no
29,2,0,3,0,1,0,1,1,4,39,4,999,0,0,10,24,18,310,11,no
35,9,2,1,0,0,0,1,1,3,66,1,999,0,0,10,24,18,301,11,no
34,3,2,3,0,0,0,1,1,4,19,2,999,0,0,10,24,18,302,11,no
30,2,0,3,0,1,0,0,6,4,84,2,999,0,0,10,18,20,300,11,no
50,1,0,3,0,1,0,1,1,4,114,5,999,0,0,10,24,18,310,11,no
32,2,2,3,0,1,0,0,2,2,142,1,999,0,0,10,14,9,310,11,no
38,0,0,0,0,0,0,1,0,2,151,1,999,0,0,9,19,10,287,9,no
49,0,0,1,0,0,0,0,2,4,21,3,999,0,0,10,14,9,306,11,no
34,2,2,3,0,1,0,1,1,1,35,32,999,0,0,10,24,18,290,11,no
35,0,2,0,0,0,0,0,0,2,143,1,999,0,0,5,9,22,212,7,no
34,2,2,2,0,1,1,0,1,3,207,1,999,0,0,6,10,17,200,6,no
37,7,0,3,0,0,0,1,1,3,59,7,999,0,0,10,24,18,292,11,no
53,0,0,0,0,0,0,0,6,1,122,4,999,0,0,10,18,20,304,11,no
58,8,1,2,0,0,0,0,1,1,663,1,999,0,0,6,10,17,201,6,yes
28,3,2,3,0,0,0,1,1,0,73,2,999,0,0,10,24,18,297,11,no
29,2,2,2,0,1,0,0,9,3,134,1,999,0,0,3,22,11,122,1,no
56,8,0,4,0,0,0,1,6,2,90,1,999,0,0,10,18,20,306,11,no
58,8,0,5,0,0,1,1,1,0,100,2,999,0,0,6,10,17,193,6,no
20,0,0,1,0,1,1,0,6,1,285,1,999,0,0,10,18,20,305,11,no
35,4,0,3,0,0,0,1,9,3,8,1,999,0,0,3,22,11,128,1,no
52,4,0,2,0,1,0,1,0,1,145,5,999,0,0,9,19,10,286,9,no
56,4,0,1,0,0,1,1,1,0,287,1,999,0,0,10,24,18,304,11,no
29,0,0,5,0,1,0,1,1,2,230,3,999,0,0,10,24,18,305,11,no
30,4,2,2,0,1,1,0,6,1,172,4,999,0,0,10,18,20,304,11,no
43,2,0,2,0,1,0,1,0,2,463,1,999,0,0,9,19,10,285,9,no
50,9,0,1,0,1,0,0,2,1,287,3,999,0,0,10,14,9,308,11,no
29,2,2,2,0,0,0,0,9,3,216,1,6,2,2,3,22,11,123,1,yes
35,2,0,3,0,1,0,0,5,0,70,1,999,1,1,1,12,19,270,10,no
36,9,1,1,0,1,0,0,5,1,84,1,999,0,0,1,12,19,269,10,no
51,2,1,2,0,0,0,0,5,1,283,1,3,7,2,3,26,26,186,1,no
39,4,0,2,0,0,0,1,6,0,158,1,999,0,0,10,18,20,303,11,no
34,7,0,2,0,0,1,0,0,3,97,1,999,1,1,5,9,22,203,7,no
45,0,0,1,0,0,0,1,1,0,107,2,999,0,0,10,24,18,303,11,no
46,0,0,4,0,1,1,1,0,3,1231,2,999,0,0,9,19,10,289,9,no
45,9,0,4,0,1,0,1,0,3,203,1,999,0,0,9,19,10,289,9,no
26,2,2,3,0,1,0,0,7,4,306,1,999,0,0,8,3,1,67,4,yes
48,0,0,5,0,1,0,1,0,4,245,4,999,0,0,9,19,10,284,9,no
38,0,0,4,0,1,0,1,1,3,71,12,999,0,0,10,24,18,301,11,no
29,2,2,3,0,0,0,1,0,2,248,3,999,0,0,9,19,10,287,9,no
29,1,2,3,0,1,0,0,5,2,89,1,999,0,0,1,12,19,268,10,no
38,0,0,0,0,1,0,1,0,2,101,1,999,0,0,9,19,10,285,9,no
37,5,2,5,0,1,0,1,0,0,197,1,999,0,0,9,19,10,286,9,no
45,3,2,0,0,0,0,0,3,2,156,1,999,0,0,5,11,23,220,7,no
49,2,0,3,0,1,0,0,5,1,163,1,999,1,1,1,12,19,269,10,no
45,0,1,4,0,0,0,0,0,3,219,1,999,0,0,5,9,22,211,7,no
40,4,0,4,0,1,0,1,1,4,11,11,999,0,0,10,24,18,302,11,no
36,2,0,2,0,0,0,1,1,2,159,1,999,0,0,10,24,18,305,11,no
36,5,0,3,0,1,0,1,0,2,146,2,999,0,0,9,19,10,286,9,no
34,2,0,3,0,1,0,0,7,4,281,1,999,2,1,8,3,1,61,4,yes
49,5,0,1,0,1,1,0,5,4,295,2,999,0,0,1,12,19,266,10,no
34,5,0,3,0,0,0,0,2,4,94,3,999,0,0,6,1,4,103,6,no
35,2,0,3,0,1,1,1,1,3,125,5,999,0,0,6,10,17,200,6,no
37,4,1,4,0,0,1,0,6,1,210,2,999,0,0,10,18,20,305,11,no
52,5,0,0,0,0,0,1,1,3,166,2,999,0,0,10,24,18,292,11,no
30,4,0,2,0,0,0,0,5,3,80,1,999,0,0,1,12,19,267,10,no
58,9,0,1,0,1,0,0,5,1,91,2,999,0,0,1,12,19,269,10,no
55,8,0,2,0,0,0,1,0,1,591,5,999,0,0,9,19,10,286,9,no
50,0,0,1,0,1,0,1,0,4,574,1,999,0,0,9,19,10,290,9,no
35,0,0,0,0,0,0,1,1,1,79,1,999,0,0,10,24,18,304,11,no
36,0,2,3,0,0,0,0,0,1,85,2,999,1,1,5,9,22,208,7,no
44,0,0,1,0,0,0,1,1,0,299,4,999,0,0,10,24,18,304,11,no
29,5,0,5,0,1,0,1,0,1,492,2,999,0,0,9,19,10,285,9,no
32,1,2,3,0,1,0,0,2,4,157,1,999,0,0,10,14,9,306,11,no
68,8,0,3,0,0,1,0,0,2,145,2,999,0,0,5,9,22,205,7,no
34,2,0,3,0,0,0,1,1,4,186,2,999,0,0,10,24,18,310,11,no
46,2,0,5,0,1,0,0,3,4,609,1,999,1,1,5,11,23,220,7,no
42,5,1,5,0,0,0,0,2,0,151,1,999,0,0,10,14,9,312,11,no
41,5,0,5,0,0,0,0,2,1,1344,1,999,0,0,10,14,9,309,11,yes
33,5,2,2,0,0,0,0,2,0,111,1,999,0,0,10,14,9,308,11,no
45,0,0,1,0,1,0,1,1,3,263,1,999,0,0,10,24,18,304,11,no
49,0,1,1,0,1,0,0,6,2,255,2,999,0,0,10,18,20,300,11,no
54,4,0,2,0,1,1,0,6,3,338,1,999,0,0,10,18,20,305,11,no
28,0,0,0,0,0,0,0,0,3,341,3,999,0,0,5,9,22,203,7,no
30,5,2,3,0,0,0,0,2,0,720,1,999,0,0,10,14,9,308,11,yes
31,2,2,2,0,0,0,0,6,1,85,4,999,0,0,10,18,20,305,11,no
43,1,0,3,0,1,0,0,3,4,121,2,999,0,0,5,11,23,229,7,no
37,0,0,0,0,0,0,1,0,3,364,4,999,0,0,9,19,10,284,9,no
32,10,2,3,0,0,0,0,1,0,197,2,999,1,1,6,10,17,206,6,no
31,2,2,2,0,0,0,0,6,2,91,1,999,1,1,4,23,15,109,2,no
33,5,0,2,0,1,1,1,1,0,60,9,999,0,0,10,24,18,291,11,no
51,2,2,3,0,0,0,0,2,2,168,1,999,0,0,10,14,9,310,11,no
38,2,1,3,0,1,0,0,2,2,70,9,999,0,0,10,14,9,307,11,no
39,0,0,4,0,0,0,1,1,0,213,1,999,0,0,10,24,18,304,11,no
41,1,1,4,0,0,0,0,5,3,147,1,999,0,0,1,12,19,267,10,no
44,0,1,1,0,0,0,1,0,1,148,1,999,0,0,9,19,10,285,9,no
49,1,1,3,0,1,0,1,0,4,170,7,999,0,0,9,19,10,290,9,no
35,6,0,3,0,1,0,1,1,4,360,2,999,0,0,10,24,18,310,11,no
29,5,2,5,0,1,0,0,2,1,603,2,999,0,0,10,14,9,309,11,no
39,1,0,2,0,0,0,0,5,1,84,1,999,0,0,1,12,19,269,10,no
41,1,0,1,0,0,0,0,0,4,163,5,999,1,1,5,9,22,197,7,no
30,0,0,2,0,1,0,1,1,2,301,1,999,0,0,10,24,18,290,11,no
30,0,0,0,0,0,0,0,6,3,67,1,999,0,0,10,18,20,301,11,no
32,0,0,1,0,0,0,0,6,0,130,4,999,0,0,10,18,20,303,11,no
33,4,0,2,0,0,0,0,0,4,178,1,999,0,0,5,9,22,197,7,no
18,10,2,2,0,1,0,1,5,3,75,1,999,0,0,1,12,19,272,10,no
26,2,2,3,0,0,0,0,0,0,365,5,999,0,0,5,9,22,202,7,no
29,0,2,0,0,1,0,0,0,2,68,1,999,0,0,5,9,22,206,7,no
36,0,0,0,0,1,1,1,6,0,102,14,999,0,0,10,18,20,305,11,no
39,0,0,4,0,1,0,0,0,2,109,1,999,0,0,5,9,22,212,7,no
41,5,2,3,0,0,0,0,2,1,87,3,999,0,0,10,14,9,308,11,no
35,2,0,3,0,0,1,0,0,3,165,1,999,0,0,5,9,22,211,7,no
57,3,0,3,0,1,1,0,6,3,1441,2,999,0,0,10,18,20,305,11,yes
64,6,0,3,0,0,0,0,2,1,248,1,999,2,1,6,1,4,128,6,no
41,0,1,4,0,0,1,1,0,2,343,1,999,0,0,9,19,10,287,9,no
25,2,2,3,0,0,0,0,0,2,209,1,999,1,1,5,9,22,212,7,no
34,2,2,2,0,0,0,0,0,4,291,1,999,1,1,5,9,22,210,7,no
78,8,1,1,0,0,0,0,0,4,218,2,7,2,2,5,17,14,25,3,no
39,4,0,2,0,1,0,1,0,1,919,2,999,0,0,9,19,10,285,9,no
47,9,0,5,0,0,1,1,1,0,132,5,999,0,0,10,24,18,291,11,no
36,1,0,0,0,1,1,1,0,0,285,2,999,0,0,9,19,10,287,9,no
54,0,0,0,0,0,1,1,1,0,75,2,999,0,0,10,24,18,304,11,no
35,5,2,3,0,1,0,0,0,1,183,6,999,0,0,5,9,22,208,7,no
48,7,0,0,0,0,0,1,0,1,201,1,999,0,0,9,19,10,285,9,no
40,0,0,4,0,0,0,1,1,1,49,1,999,0,0,10,24,18,290,11,no
36,0,2,0,0,1,1,1,1,3,207,1,999,0,0,10,24,18,304,11,no
53,2,2,2,0,1,0,1,1,3,446,1,999,0,0,10,24,18,304,11,no
